,order_products_value,order_freight_value,product_description_lenght,product_photos_qty,review_score,review_comment_message,delta days
34522,67.0,13.08,435,5,5,,2.0
34523,92.34,17.9,578,2,5,confiança e responsabilidade,11.0
34524,84.0,9.4,1113,2,5,,1.0
34525,144.99,18.26,629,1,5,o material é bom é muito bonita recomendo a compra,9.0
34526,35.99,8.72,1423,3,5,,2.0
34527,29.9,15.11,325,3,4,,10.0
34528,89.9,44.48,1700,2,5,,18.0
34529,568.9,30.06,520,1,5,,23.0
34530,198.0,15.56,2876,4,1,produto chegou no prazo mas veio com defeito e niguem resolve loja sem responsabilidade com os clientes so querem saber de pegar seu dinheiro,19.0
34531,61.8,17.68,1087,1,4,,13.0
34532,74.9,9.26,228,1,4,produto bom pelo preço,1.0
34533,25.99,14.1,716,2,4,,5.0
34534,40.99,16.79,344,1,5,,15.0
34535,113.98,30.3,1536,2,5,,4.0
34536,134.9,26.22,556,3,5,o produto me foi entregue antes do prazo previsto e em perfeitas condições estou muito satisfeito,17.0
34537,99.9,16.95,465,1,3,,9.0
34538,83.99,16.35,442,1,4,,4.0
34539,216.0,20.48,838,2,3,,14.0
34540,54.99,15.13,317,5,5,recomendo sim chegou muito antes do prazo e ótimo produto,16.0
34541,125.0,21.36,417,1,1,não foi entregue o produto que seria na data de ontem 19 12,27.0
34542,45.95,11.85,161,2,5,,7.0
34543,39.99,17.63,1163,4,5,produto chegou antes do tempo previsto,12.0
34544,20.3,8.11,719,2,1,falta de responsabilidade para entregar o produto,
34545,15.9,8.11,1031,1,1,não recebi a mercadoria exijo o estorno do valor do produto mais o valor corresponde ao frete no meu cartão sob pena de adotar outras medidas,
34546,105.0,21.57,60,1,4,,7.0
34547,93.0,19.62,336,2,5,,6.0
34548,47.99,13.47,150,1,4,,9.0
34549,139.0,30.01,615,1,5,,14.0
34550,47.9,12.79,406,4,5,lindos acabamento incrivel muiro macios e super em conta,9.0
34551,130.0,17.62,1153,4,1,o produto é muito ruim não recomendo,14.0
34552,116.9,21.31,594,1,5,,13.0
34553,266.0,38.68,568,3,5,,7.0
34554,89.9,19.5,187,1,1,umdos kits chegou certo o outro chegou foi cortina não pedi cortina e não consigo falar com a loja,16.0
34555,370.0,28.85,657,1,5,,15.0
34556,69.0,19.95,151,6,5,,21.0
34557,129.9,20.99,241,1,1,acho que se pago frente tenho que recebero produto na minha residência,
34558,369.0,21.77,905,1,5,excelente,12.0
34559,158.0,85.16,574,1,4,,22.0
34560,819.9,12.99,1083,4,5,,3.0
34561,729.9,23.21,664,2,4,saudações sucesso e paz,10.0
34562,69.99,12.62,977,1,5,site super seguro nunca tive atrasos e o produto vem bem acondicionado,4.0
34563,31.9,25.63,1078,2,5,,8.0
34564,159.0,14.72,162,5,5,super recomendo como na foto muito lindo superou minhas expectativas,3.0
34565,200.0,54.41,1301,4,5,,31.0
34566,119.8,57.64,340,2,5,,15.0
34567,324.0,17.02,795,1,5,amei o perfume é maravilhoso tudo o que eu sempre quis super r,15.0
34568,157.0,18.98,465,2,5,,9.0
34569,70.0,18.0,830,1,3,comprei 2 só recebi 1 luminária não sei se entregarão a que falta vou entrar em contato com a lannister logo para resolver essa pendência da entrega,1.0
34570,80.0,15.31,84,2,2,,23.0
34571,69.9,12.83,535,1,5,,8.0
34572,179.8,42.06,249,2,4,comprei pela 2 vez com vcs da 1 vez deu tudo certo com êxito mais dessa vez não estou satisfeita pois o produto chegou incompleto comprei 2 unid onde chegou 1 unid e ainda divergente,22.0
34573,90.99,17.92,2063,3,5,,13.0
34574,39.0,15.23,515,1,5,produto de qualidade,17.0
34575,60.0,14.17,1153,2,5,,23.0
34576,149.94,25.63,1205,1,4,,14.0
34577,13.98,7.78,142,1,5,gostei muito,7.0
34578,7.8,3.08,486,2,5,entrega rápida ótimo produto,7.0
34579,119.8,18.09,699,10,5,excelente produto,8.0
34580,169.99,45.65,1350,1,5,recomendo,29.0
34581,191.0,12.84,3784,7,3,uma das embalagens estava aberta com os comprimidos soltos no pacote,16.0
34582,189.9,17.09,623,6,4,,17.0
34583,14.99,17.63,486,2,1,sempre tive e confiei na compra onlaine fiz todo o protocolo e escolhi o produto mas quando recebi veio a marca diferente e ainda nao funciona mesmo sendo bloqueado preciso da encomenda urgente,15.0
34584,139.9,16.74,650,1,5,gostei muito eficiente e o produto chegou certinho bem embalado no prazo,8.0
34585,259.9,35.82,2789,1,4,,20.0
34586,103.8,33.86,800,1,5,,24.0
34587,69.99,25.52,989,3,3,comprei o produto para a minha mãe ela amou e de fato é muito lindo e como descrito o problema é que demorou muito para chegar foram 35 dias 25 dias úteis para chegar ao meu endereço mas chegou,36.0
34588,20.0,25.63,978,1,5,recomendo as lojas lannister muito otima a loja,13.0
34589,99.0,18.0,347,1,5,a entrega foi feita muito antes do prazo estou muito satisfeito,9.0
34590,149.0,45.12,1893,1,5,,13.0
34591,115.2,48.33,831,1,5,,12.0
34592,54.9,26.46,977,2,5,,23.0
34593,37.2,17.9,666,1,1,amostra do cartucho original recebi um lixo de compatívell,6.0
34594,110.0,19.74,2127,1,5,,6.0
34595,104.0,15.48,905,2,4,,7.0
34596,349.0,27.72,556,1,5,,10.0
34597,129.0,8.49,471,5,1,por que não entregou no prazo endicado,8.0
34598,279.97,17.4,557,1,5,,8.0
34599,109.9,14.94,1170,1,3,,11.0
34600,36.99,12.92,105,1,1,a capa de colchão azul marinho não foi entregue e consta no site que foi entregue aguardo a capa de colchão solteiro azul marinho pois não veio e está constando que me entregaram,5.0
34601,31.9,15.1,1080,2,5,ótima loja recomendo a todos,15.0
34602,1300.0,33.55,3632,4,5,ótimo custo benefício,11.0
34603,299.9,14.65,842,1,4,,1.0
34604,158.0,36.43,1689,2,5,o produto chegou no prazo tudo certo produto original recomendo a loja,22.0
34605,238.6,16.84,285,1,5,,1.0
34606,59.9,11.81,133,1,5,,6.0
34607,69.9,42.9,1197,1,4,bom,16.0
34608,224.9,16.32,768,1,5,,20.0
34609,59.9,15.3,1720,2,4,bom,9.0
34610,50.0,30.11,558,1,5,faltou uma pulseira favor entrar em contato,19.0
34611,45.6,15.1,644,3,5,,15.0
34612,55.0,8.64,1594,5,5,,18.0
34613,113.0,0.01,1558,1,5,entrega rápida,2.0
34614,118.0,35.32,366,2,1,,33.0
34615,91.8,23.7,772,1,5,otimo vendedor,6.0
34616,139.8,28.0,903,6,4,produto de fácil montagem e atende perfeitamente ao propósito para otimizar espaço,11.0
34617,79.99,11.76,625,6,1,pelo preço achei que seria pintado as figuras e principalmente por ser de cozinha onde te muita gordura mas os potes tem o desenho de papel colado,9.0
34618,59.9,11.31,2710,1,1,comprei uma escova na cor dourada e mandaram na cor rosa e ainda colocaram a caixa da escova dentro de outra caixa da marca laka toda rasgada um descaso com o consumidor,42.0
34619,519.96,169.34,657,1,2,eu só recebi um produto falta outro,13.0
34620,279.0,34.4,1053,2,3,gostei foi rápido e eu já recomendei p meus amigo,18.0
34621,59.9,17.67,651,5,5,adorei fazer a compra tudo melhor que o combinado,14.0
34622,34.9,26.61,207,1,5,,13.0
34623,19.9,8.72,133,1,5,ok,6.0
34624,99.9,19.94,189,1,4,adorei nota 10,17.0
34625,79.9,9.37,777,5,5,gostaria que se possível reeviasem o produto para o endereço atualizado em minha conta eu efetuei a compra e soh depois vi que o endereço de entrega era antigo pois não resido mais,
34626,35.99,9.56,595,1,5,o pilão é mais para enfeite um xodó e o conjunto de inox para pia é lindo,6.0
34627,18.9,15.1,237,1,5,,16.0
34628,39.99,19.32,638,2,5,ótimo atendimento entrega antes do prazo produtos maravilhosos,11.0
34629,199.99,36.72,278,1,5,,30.0
34630,139.96,70.4,420,1,1,,43.0
34631,58.8,25.69,233,1,5,ótimo,20.0
34632,199.0,43.8,464,3,5,produto feio e não recomendado loja ok,20.0
34633,199.99,8.65,1852,1,4,,3.0
34634,81.4,15.42,533,1,5,espetacular a mochila atendeu minhas expectativas,4.0
34635,99.99,21.1,1012,1,5,,11.0
34636,28.99,11.85,937,2,1,você compra um mp3 player para ouvir suas músicas em mp3 certo errado o produto veio arranhado não carrega mp3 testei vários cabos vários pcs e nada cobraram 40 reais para algo ruim e quebrado,14.0
34637,120.0,26.46,1893,1,5,entrega antes do prazo estabelecido eu recomendo,7.0
34638,120.0,18.28,1214,1,2,o material não é tão bom mas é bonito,6.0
34639,141.31,12.49,515,2,4,,5.0
34640,19.99,10.96,575,1,3,a loja poderia especificar que a entrega seria feita pelos correios e nao pela própria loja pois o frete esta caro e o tempo de entrega é longa,7.0
34641,599.9,18.95,660,2,5,meu pai adorou,12.0
34642,89.99,27.17,847,2,5,,8.0
34643,79.99,16.53,492,3,3,,9.0
34644,349.9,17.66,625,1,5,dentro do prazo muito bom,11.0
34645,109.9,23.32,475,2,4,,19.0
34646,95.0,15.42,413,5,5,o produto realmente é muito eficiente e cumpre com o anunciado na propaganda,12.0
34647,28.0,8.89,147,2,5,vocês foram muito rápidos na entrega estamos de parabéns,3.0
34648,99.9,17.95,629,2,4,,11.0
34649,70.0,18.0,829,1,5,ótimo produto ótimo acabamento,8.0
34650,144.99,15.76,416,2,4,,10.0
34651,248.99,35.91,526,2,1,as malas vieram mal embaladas só na parte lateral e com vários defeitos a alça da mala grande veio quebrada e a alça da mala pequena veio sem o rebite sendo que todas as alças estão soltas moles,2.0
34652,72.99,28.91,892,1,5,gostei muito boa,13.0
34653,7.0,7.78,3135,2,5,,6.0
34654,115.0,0.0,556,3,5,,12.0
34655,199.99,56.68,1156,2,5,,11.0
34656,54.0,7.64,335,4,4,,2.0
34657,219.99,18.25,581,2,5,,8.0
34658,44.9,8.27,489,4,4,,1.0
34659,480.0,38.59,1125,6,3,tudo ocorreu bem,15.0
34660,327.0,24.87,609,3,5,muito bom o produto,7.0
34661,109.0,21.7,241,6,5,,9.0
34662,39.0,4.9,398,1,5,as três empresadas associadas da baratheon estão de parabéns entregaram os produtos bem antes do prazo e já estou degustando um cafezinho moído na hora preparado na prensa francesa,2.0
34663,189.9,26.17,433,1,3,,14.0
34664,89.8,18.0,889,1,4,,8.0
34665,199.98,25.0,1205,1,1,,17.0
34666,25.0,25.63,1040,1,2,demora na emissão da nota levou mais de semana pra isso demora na entrega ainda não recebi,29.0
34667,789.99,14.34,365,3,5,,2.0
34668,119.0,13.49,556,3,4,,11.0
34669,163.99,16.78,198,1,5,,5.0
34670,159.1,18.99,209,2,4,,16.0
34671,113.0,29.19,2950,1,5,,15.0
34672,51.9,15.11,525,6,3,,11.0
34673,58.99,7.67,492,2,5,produto entregue antes do prazo e de boa qualidade,2.0
34674,86.7,51.39,535,4,5,,8.0
34675,24.99,14.1,1170,2,4,entrega rápida,12.0
34676,116.9,18.92,285,1,5,muito bom excelente fragrância recomendo,7.0
34677,96.0,9.49,338,1,5,mto rapida a entrega 15 dias antes do previsto recomendo,3.0
34678,59.9,17.67,341,2,5,,14.0
34679,77.7,11.93,306,1,3,,15.0
34680,29.99,14.1,441,3,5,,12.0
34681,26.0,50.85,72,1,3,,30.0
34682,54.9,11.88,1066,4,3,,12.0
34683,190.32,13.46,493,1,5,o cartucho está estourado vazando já contatei a empresa foi me informado que haverá a troca,12.0
34684,19.9,34.15,159,1,5,,14.0
34685,84.0,12.72,694,1,5,,8.0
34686,69.9,9.94,882,1,5,,5.0
34687,49.9,7.78,484,2,5,rapido facil excelente,2.0
34688,360.0,37.04,683,3,2,estou tentando ligar mas não consigo meu produto chegou antes do prazo informado porém veio com rachadura quero trocar,5.0
34689,179.9,49.34,1120,1,4,produto bom chegou no prazo,25.0
34690,59.9,22.97,1104,2,3,,24.0
34691,329.0,24.23,298,1,5,produto chegou corretamente,6.0
34692,299.8,54.26,687,3,5,,21.0
34693,149.0,18.29,419,5,4,,17.0
34694,58.9,17.12,1562,4,5,,7.0
34695,239.9,17.31,3426,1,5,,5.0
34696,119.8,18.72,412,1,3,ja solicitei a troca do produto que comprei errado estou arrependido da compra,7.0
34697,82.9,17.25,424,4,1,produto quebrado em 2 partes já acionei a garantia deste parceiro da stark mas eles não me retornam contato péssimo negócio,3.0
34698,55.0,21.19,324,5,4,para este produto recebi de acordo com a compra realizada,7.0
34699,29.9,15.23,1671,1,4,gostei do produto,3.0
34700,84.9,19.83,404,4,5,,14.0
34701,64.99,20.9,492,2,1,,19.0
34702,49.95,15.1,1160,4,5,,8.0
34703,17.99,15.1,342,1,3,,29.0
34704,50.0,16.6,809,5,3,,15.0
34705,54.9,17.95,131,1,5,apesar do atraso da greve dos correios meu produto foi entregue bem antes do prazo satisfeita com minha compra e qualidade do produto,13.0
34706,76.9,20.99,539,4,5,,24.0
34707,119.9,17.0,285,1,4,,22.0
34708,48.78,13.44,492,1,5,,1.0
34709,95.0,19.58,610,6,3,,17.0
34710,51.9,10.5,158,1,5,,8.0
34711,133.99,16.57,702,1,5,,8.0
34712,376.96,45.95,1938,1,1,estou bem chateada,7.0
34713,99.99,29.1,1390,2,1,preciso que devolvam meu dinheiro pedi um produto é veio outro,22.0
34714,106.9,0.0,556,3,5,,13.0
34715,99.0,17.43,736,3,5,muito boa reforçada como de costume chegou bem antes do previsto muito satisfeita,10.0
34716,29.99,14.1,571,1,5,,18.0
34717,79.9,15.32,529,2,4,gosto muito dos produtos da targaryen,10.0
34718,39.9,14.52,1251,2,1,não recebi a encomenda que foi enviada para mim endereço muito distante do informado gostaria dá restituição,
34719,29.35,12.69,582,1,2,demorou quase um mês para chegar destacando que era uma entrega no mesmo estado e de cidades próximas e também que o objeto encomendado era pequeno e fácil de se transportar,21.0
34720,34.9,24.35,531,4,5,,42.0
34721,45.95,12.79,161,2,5,,4.0
34722,12.9,18.23,401,1,1,muito mau acabado não recomendo,14.0
34723,184.9,23.0,993,1,4,,9.0
34724,78.0,15.3,319,4,5,,11.0
34725,69.88,13.51,69,11,5,,11.0
34726,43.5,15.38,3781,1,5,excelente produto,7.0
34727,89.9,12.13,245,1,5,,
34728,13.9,14.52,1246,3,5,foi bom comprar com voces obrigado,8.0
34729,59.49,13.54,686,1,4,,4.0
34730,40.0,18.59,701,1,4,,17.0
34731,169.9,103.32,202,8,2,não gostei paguei frete caro e tive que ir buscar nos correios,31.0
34732,38.0,13.22,246,1,4,só não acho justo pagar entrega e ter que me descolar até a agência do correio para retirar o produto,15.0
34733,90.0,17.07,960,1,1,por enquanto minha avaliação é esta pode mudar mais por enquanto nao nao recebi meu produto que por sinal já esta em atraso a 5 dias depois posso reavaliar por enquanto não indico ninguém a comprar,40.0
34734,91.9,18.11,1093,1,5,,16.0
34735,56.99,8.72,1536,2,5,conforme o anuncio recomendo,3.0
34736,19.9,8.72,487,2,4,,5.0
34737,49.0,17.64,339,2,3,ruim,31.0
34738,39.99,11.89,161,2,2,chegou no prazo porem com um pequeno defeito no tecido,12.0
34739,145.0,15.76,617,3,5,,26.0
34740,197.0,16.2,199,1,1,agora depois de vinte reclamações não me enviaram a nota fiscal,4.0
34741,69.0,13.5,241,3,5,,12.0
34742,45.98,74.08,599,1,5,recomendo a loja a todos produto muito bom,12.0
34743,50.0,13.01,558,1,5,veio conforme o previsto,6.0
34744,69.9,19.46,742,1,5,,6.0
34745,131.25,17.17,625,1,1,não recomendo cancelei a compra e a loja não dá retorno já extrapolou o tempo quero devolver e receber o extorno do valor pago,7.0
34746,149.9,25.89,709,1,3,recebi antes do prazo mas havia comprado ventilador com pas redondas e recebi o ventilador com pas tradicionais da loren sid,14.0
34747,79.9,15.31,1158,2,2,,8.0
34748,23.99,7.78,575,1,5,,2.0
34749,148.0,15.92,633,1,1,não posso dar minha opinião já que não recebi o produto ainda,29.0
34750,59.98,36.46,514,1,5,,8.0
34751,169.0,18.43,1632,10,4,ok,19.0
34752,82.99,13.48,361,4,5,produto correto e bem sntes do prazo super recomendo,6.0
34753,86.9,16.24,245,1,3,,6.0
34754,16.99,15.23,248,1,1,,12.0
34755,72.9,18.08,202,5,5,ótimo,11.0
34756,139.98,29.32,1467,1,1,,
34757,64.99,16.15,492,2,4,,8.0
34758,149.99,23.85,1893,1,4,,21.0
34759,81.9,16.82,225,1,5,,7.0
34760,58.9,17.12,1562,4,4,,8.0
34761,599.99,27.07,648,1,5,,26.0
34762,89.18,9.44,1226,1,5,,3.0
34763,224.9,19.46,538,1,5,,4.0
34764,37.98,21.16,161,1,5,volto a comprar,2.0
34765,50.19,18.45,385,1,4,produto entregue no prazo e atendeu perfeitamente,11.0
34766,45.95,15.1,161,2,5,,11.0
34767,19.9,11.58,1303,1,5,,6.0
34768,159.0,18.54,269,1,3,,15.0
34769,99.9,36.21,489,2,5,produto dentro do esperado,11.0
34770,122.0,16.06,605,2,4,,12.0
34771,139.0,16.73,1777,10,3,,28.0
34772,257.98,23.02,1021,2,3,,11.0
34773,86.9,38.95,187,1,1,,
34774,88.2,8.36,313,1,1,o produto nao foi entregue pois no endereço constava numero 171 e na realidade é o 170 isto não justifica a nao entrega,31.0
34775,39.9,12.69,207,1,5,,4.0
34776,97.0,15.72,228,1,1,no site o cartucho era original e recebi um cartucho compatível propaganda enganosa,12.0
34777,199.9,19.28,580,2,1,ja reclamei varias vezes do atraso não tive retorno e ainda não recebi a mercadoria,29.0
34778,109.99,20.26,817,4,4,,5.0
34779,68.5,23.63,427,1,1,produto ainda não foi entregue,26.0
34780,220.0,16.29,313,1,5,super recomendo produto de excelente qualidade,16.0
34781,99.0,22.62,1033,1,5,,23.0
34782,18.9,11.85,874,6,4,,8.0
34783,36.0,15.35,468,3,4,,5.0
34784,95.0,15.42,737,3,5,bom tmb,15.0
34785,93.99,21.06,809,1,1,comprei o produto vou pagar a segunda parcela e o produto ainda não chegou ninguém entra em contato para informar sobre o atraso da entrega,39.0
34786,39.99,15.44,630,1,2,acho que está demorando muito,29.0
34787,19.99,20.8,391,2,5,a loja é ótima porem dessa vez ainda nao recebir minha mercadoria,18.0
34788,49.0,14.1,177,6,1,o que devo fazer,45.0
34789,84.99,26.67,111,1,5,ótima,19.0
34790,129.7,27.45,133,1,5,otima loja,20.0
34791,239.4,33.62,316,1,2,achei meio absurdo vcs cobrarem 02 fretes para dois produtos iguais e para o mesmo endereço,5.0
34792,79.99,17.81,1622,1,5,,11.0
34793,64.99,19.56,495,1,5,,11.0
34794,151.74,10.05,1572,1,3,,5.0
34795,64.99,16.21,190,2,5,tudo ok,6.0
34796,139.9,17.23,543,3,5,,8.0
34797,45.99,26.89,224,1,4,,12.0
34798,87.67,20.76,1159,4,4,recomendado,9.0
34799,59.9,16.18,1953,1,5,,7.0
34800,82.5,33.94,3771,2,1,,33.0
34801,55.9,11.42,677,3,5,,7.0
34802,119.9,20.08,865,4,5,ótimo produto,25.0
34803,449.99,13.76,652,6,4,,4.0
34804,59.9,16.18,254,1,5,,6.0
34805,83.9,16.95,507,2,5,produtos de ótima qualidade entregue antes do prazo super satisfeita,15.0
34806,169.9,13.32,1189,1,5,,5.0
34807,24.75,11.74,297,2,5,,9.0
34808,26.0,16.32,595,1,1,será que vou receber,35.0
34809,139.93,26.01,2204,4,3,manual de operaçao nao veio opçao em ingles,18.0
34810,179.85,16.47,916,2,5,compra e entrega sem problemas recomendo,14.0
34811,142.0,21.48,320,1,5,,4.0
34812,54.9,8.72,811,3,4,,2.0
34813,55.9,15.14,605,2,3,,19.0
34814,59.8,15.56,818,1,5,recomendo pontual,4.0
34815,59.0,19.65,366,2,4,a entrega foi um pouco demorada mas dentro do prazo,19.0
34816,199.9,46.87,296,1,5,,9.0
34817,53.9,16.14,1140,1,5,,9.0
34818,89.9,20.36,415,6,3,,16.0
34819,44.9,16.79,589,4,5,,22.0
34820,180.99,14.29,119,1,4,,6.0
34821,196.8,27.68,676,2,1,no anúncio diz lustre com 6 lâmpadas e as lâmpadas não vieram espero que seja resolvido caso contrário procurarei outros recursos fico no aguardo,12.0
34822,59.5,8.11,317,1,4,produto muito bom recomendo,9.0
34823,59.99,8.29,1816,2,5,,5.0
34824,79.9,7.81,1223,1,5,,1.0
34825,119.99,30.68,1202,1,3,recebi o produto mas estou aguardando a coleta para devolução não gostei do produto,18.0
34826,139.9,18.23,167,1,5,,9.0
34827,34.9,21.76,398,3,1,fiz duas compras e recebi apenas uma delas faltando um item no caso uma pulseira masculina o pior que não consigo fazer contato por telefone de pois várias tentativas por favor mê de um retorno,13.0
34828,89.9,10.7,234,1,5,,5.0
34829,90.0,27.8,215,1,5,,5.0
34830,120.9,38.99,161,1,4,,23.0
34831,65.0,25.73,1465,1,4,foi muito satisfatório produto chegou no prazo,15.0
34832,136.5,28.95,467,3,5,,12.0
34833,13.98,16.05,285,2,5,,9.0
34834,77.0,35.84,426,2,4,,14.0
34835,339.99,12.99,1222,2,3,,18.0
34836,23.99,7.78,575,1,5,comprei os produtos todos de ótima qualidade entrega foi rápido antes do prazo combinado recomendo a todos essa loja,4.0
34837,146.99,32.06,985,1,1,o tampo da mesa chegou todo amassado e batido,12.0
34838,126.99,91.16,985,1,1,,35.0
34839,62.19,18.32,356,2,5,otimo produto,7.0
34840,19.0,8.11,700,1,5,,4.0
34841,179.8,22.48,292,1,4,foi ótima comprar,21.0
34842,75.0,20.02,903,6,3,,10.0
34843,159.9,52.31,180,1,5,,14.0
34844,289.99,35.83,235,1,4,,30.0
34845,239.8,18.42,285,1,1,não concordo com a justificativa da transportadora de 3 tentativas de entrega sem sucesso pois o prédio tem porteiro,67.0
34846,25.9,17.63,3831,1,4,,19.0
34847,99.0,20.2,500,1,5,excelente,5.0
34848,159.0,8.14,832,6,5,autofalante muito bonito roprodução de ótima qualidade nem coloquei mais a tampa de grade para deixar eles a mostra diz ser original do logan porém a conexão é deferente tem que adaptar,9.0
34849,19.9,7.78,869,6,4,,4.0
34850,59.99,13.0,518,4,4,,14.0
34851,10.8,15.1,440,1,5,,9.0
34852,89.7,18.51,1592,2,5,recomendo minha filha de quatro patas possui pelos longos e esse bebedouro foi ótimo para ela super recomendo,6.0
34853,59.55,13.44,205,1,5,,11.0
34854,10.9,12.79,161,3,2,,18.0
34855,16.9,11.73,531,4,5,parabenizo targaryen pela honestidade e pelo compromisso que tem com seus clientes recomendo de olhos fechados,4.0
34856,69.9,16.25,543,2,3,recebi um produto fogão o jogo de panelas não recebi mas a fatura pra pagar já chegou e agora vou pagar e o meu produto,10.0
34857,105.0,18.32,747,2,5,realmente o produto é o q promete e chegou antes do prazo,6.0
34858,49.0,10.96,440,1,5,,3.0
34859,85.0,30.48,1328,1,1,nada de chegar o meu pedido,38.0
34860,119.9,12.79,189,1,5,feliz com a aquisição,2.0
34861,29.89,12.69,130,1,5,melhor do que imaginei grande e com um designer muito sofisticado,4.0
34862,30.0,8.72,333,4,4,,6.0
34863,169.99,17.67,1350,1,5,,27.0
34864,230.0,16.36,407,1,3,material fragil e com cheiro ruim,11.0
34865,54.9,13.08,641,4,4,,1.0
34866,47.9,22.27,245,1,5,,7.0
34867,179.99,45.72,2188,2,5,,11.0
34868,739.9,17.76,725,2,5,,6.0
34869,139.9,40.41,485,5,4,,14.0
34870,56.99,14.15,1003,2,3,,9.0
34871,141.5,15.74,255,1,1,a nota fiscal foi emitida há mais cerca de um mês como em brasília numa região central e até agora não foi entregue,34.0
34872,82.5,25.42,3771,2,5,deu tudo certo com meu pedido,8.0
34873,388.0,23.21,872,2,1,o produto tinha nota fiscal de todos os itens mas há partes faltando,16.0
34874,46.0,24.84,415,1,5,,30.0
34875,128.7,17.38,1575,1,5,,6.0
34876,99.99,25.98,1255,5,5,obrigada por realizar um bom atendimento e serviço de qualidade,13.0
34877,190.0,34.22,413,5,1,produto veio com defeito,11.0
34878,84.99,15.34,1071,1,5,,9.0
34879,148.9,21.53,744,2,4,como esperado,14.0
34880,289.0,19.3,1892,4,5,,7.0
34881,378.0,15.09,1493,3,5,,2.0
34882,94.0,13.36,790,1,4,,8.0
34883,1299.9,27.64,2685,2,5,,18.0
34884,32.9,16.11,181,3,1,não entregaram o produto certo mandaram uma corda bem inferior a que comprei comprei a corda com contador digital mandaram sem contador digital,5.0
34885,74.58,12.02,433,3,4,,7.0
34886,19.47,9.27,3725,6,5,,1.0
34887,139.0,21.81,771,1,4,,
34888,73.0,12.01,382,1,5,,3.0
34889,59.99,19.66,750,1,2,,15.0
34890,59.9,16.99,1266,3,5,,8.0
34891,168.05,15.93,632,1,5,muito bom produto conforme anunciado entrega antes do prazo,7.0
34892,146.99,33.48,1623,1,5,mito boa a caixa de som ela superou minhas expectativas recomendo,24.0
34893,32.9,12.48,959,2,5,maravilha,3.0
34894,97.8,53.78,396,3,4,,12.0
34895,35.9,15.1,3831,1,5,,10.0
34896,238.0,18.11,863,3,5,,10.0
34897,149.9,14.07,419,5,5,,9.0
34898,79.8,17.0,433,1,5,,9.0
34899,84.99,9.41,1071,1,5,,6.0
34900,35.99,15.11,383,1,3,gosto muito de comprar pela praticidade e fidelidade do cartão com desconto,3.0
34901,89.0,17.87,206,2,3,a entrega foi no prazo porem a caixa onde veio a mochila estava rasgada e as fitas descoladas por sorte não danificou a mochila,31.0
34902,99.0,17.43,936,1,5,,5.0
34903,59.99,13.44,895,1,4,,6.0
34904,139.9,16.85,131,3,5,,5.0
34905,79.9,14.65,245,1,4,nada a declarar por enquanto,12.0
34906,119.9,23.64,189,1,5,,3.0
34907,69.99,17.23,874,1,5,,8.0
34908,349.9,148.66,149,1,1,,24.0
34909,59.9,17.26,1383,4,1,preço do frente abusivo prazo de entrega demorado e confuso disseram que era pra eu cancelar a compra por problemas na entrega e dias depois entregaram o produto,16.0
34910,106.99,30.59,1141,1,1,eu montei o produto e quando fui sentar para testar a cadeira simplesmente quebrou um dos pés abri um protocolo de reclamação pois quero devolver o produto e o meu dinheiro de volta decepcionado,32.0
34911,89.99,35.95,492,3,3,,13.0
34912,599.0,44.15,675,3,2,,1.0
34913,23.99,15.1,575,1,5,material de boa aparência,14.0
34914,189.9,22.13,738,2,2,na opinião vcs deveria entregar o produto antes da data prevista,38.0
34915,164.99,11.76,1943,3,3,,6.0
34916,89.99,15.38,492,3,5,,14.0
34917,19.17,14.52,688,2,4,chegou mas quase 1 mês para a entrega,19.0
34918,41.8,13.37,428,6,5,gostei bastante do produto recomendo,11.0
34919,56.99,8.72,999,2,4,,4.0
34920,99.99,16.95,1012,1,1,não gostei do produto,8.0
34921,23.99,12.79,935,1,5,,6.0
34922,17.19,18.23,236,1,5,muito bom,11.0
34923,69.9,12.83,427,1,5,ótimo lugar para comprar entregue no prazo,11.0
34924,126.99,14.49,586,3,1,eu não recebi o peoduto,24.0
34925,29.9,15.98,364,2,5,produto de qualidade chegou dentro do prazo previsto e meu filho adorou,5.0
34926,35.98,28.2,434,1,5,,9.0
34927,45.95,11.85,161,2,3,,16.0
34928,219.0,28.39,419,3,5,,4.0
34929,129.99,22.84,225,1,5,,4.0
34930,4.99,11.85,101,1,5,,6.0
34931,76.9,15.3,1151,1,5,,6.0
34932,39.9,15.56,368,5,5,ótimo,6.0
34933,25.45,13.52,2036,6,1,recebi somente parte do material como soluciono esse problema,10.0
34934,120.0,14.59,2299,1,5,comprei duas vezes nesse site e sempre me entrgaram antes do previsto com certeza recomendo,9.0
34935,99.0,19.93,580,4,5,,6.0
34936,14.9,7.5,221,1,5,,4.0
34937,288.75,56.28,794,1,4,,13.0
34938,99.99,11.9,1012,1,5,gostei uma otima loja,3.0
34939,30.0,8.29,500,1,5,,5.0
34940,144.99,15.18,428,2,5,,10.0
34941,42.9,7.87,1220,3,5,melhor do que eu esperava,5.0
34942,49.0,10.96,93,7,5,produto perfeito leve bonito e chegou em perfeitas condições,7.0
34943,65.0,22.39,848,1,1,,
34944,354.59,16.31,390,5,1,olha ainda não recebi meu pedido não sei o que fazer fiz o pedido dia 02 03 18 as lannister precisam entrar em contato com essa baratheon urgente estou no aguardo de uma resposta,35.0
