,order_products_value,order_freight_value,product_description_lenght,product_photos_qty,review_score,review_comment_message,delta_days,Classificacao,pos_prob,neg_prob,neu_prob
23057,160.33,17.56,599,5,5,meu filho amou a mochila,13.0,1,0.9923868418191883,0.006376116929473423,0.0012370412513392928
25361,71.3,11.15,1954,1,5,satisfeito produto chegou antes do prazo,4.0,1,0.999959354182125,1.0332203625815815e-05,3.031361425052945e-05
70106,34.9,14.52,1251,2,2,ocorre vazamento no encaixe da pistola de regulagem do jato fator que causa desconforto,10.0,-1,0.001181936786913601,0.4317124794996344,0.5671055837134581
70559,99.9,0.0,556,3,2,recebi o produto numa embalagem de papel geralmente esses relógios vem numa embalagem de materiais duro etc fiquei com medo de ser falsificado,14.0,-1,0.002196795386160508,0.4494545694107667,0.5483486352030852
60637,69.9,11.15,1715,1,5,produto entregue super rápido e atendeu as expectativas,2.0,1,0.9999824033504039,4.9500285770444614e-06,1.2646621016713462e-05
80245,349.9,20.02,625,1,5,dei de presente está td certo c o produto,9.0,1,0.9432402913310091,0.016276450731982382,0.04048325793701038
68161,99.99,9.51,1012,1,1,no dia 19 de maio usei e a à alça quebrou sem muito peso,4.0,-1,0.5994311218729057,0.35049558794770524,0.05007329017939553
51995,89.9,16.39,418,9,3,demorou muito para chegar,18.0,0,0.702759280112691,0.13832708015247047,0.15891363973483708
58743,34.2,11.89,100,4,4,protege mto bem o console excelente custo benefício,9.0,1,0.9994497265646967,9.50289551491915e-08,0.0005501784063518054
23283,139.76,76.08,69,11,5,tudo certinho bom trabalho muito profissional,8.0,1,0.9999178268986757,1.1405474018866887e-06,8.10325539189635e-05
37660,155.9,3.25,503,1,5,o perfume é maravilhoso entrega super rápida recebi antes do prazo super recomendo,1.0,1,0.9999999986343155,5.09744756168635e-10,8.559420900707008e-10
44122,115.0,23.68,223,1,5,muito bom entregá com agilidade e competência,12.0,1,0.9996125594634454,2.4645021537069466e-05,0.0003627955150158176
44499,117.3,17.53,570,1,5,a loja é muito confiável e atenciosa,26.0,1,0.9979087931868592,0.0003360532149320088,0.0017551535982089099
47797,17.99,14.52,251,1,1,o produto foi entregue no prazo porém no segundo dia parou de funcionar tive que optar pela devolução,6.0,-1,0.0009994323106021997,0.9985984044797326,0.00040216320966850275
10449,12.0,7.78,1059,6,4,achei que seria colorido igual na foto veio preto e branco,5.0,1,0.024836013158634138,0.18720819970160588,0.7879557871397574
34444,75.0,7.78,223,7,5,bom e bonitos,4.0,1,0.9575010298076304,0.003958780242982561,0.038540189949387765
73576,199.9,13.74,262,3,4,gostaria de saber qual a melhor maneira de retirar o cabo de cilicone do aparelho após seu uso pois estou sentindo muita dificuldade e receio até de quebrar o manual informa apenas para puxar,4.0,1,3.263499922851317e-05,0.9219621159157058,0.07800524908507285
26786,47.99,13.4,630,1,4,um dos ptodutos não veoo a cor que pedi,8.0,1,0.017971778064762575,0.6171136519886753,0.3649145699465591
69385,74.9,25.04,1039,5,3,o produto veio incompleto faltando a alça que vai pendurar no teto eu ja mandei duas mensagens e até o momento não tive redposta,1.0,0,5.608728529169272e-09,0.9855706674283332,0.014429326962926944
38826,650.0,156.64,2716,1,2,me parece que vocês mandaram a mercadoria em duas etapas só que vocês esqueceram de mim avisar por isso eu devolvi os dois primeiros pneus espero que vocês manda os 2 pneus restante,27.0,-1,1.0611718582741203e-08,0.9999989328686648,1.056519602897258e-06
12352,1490.0,115.14,1465,10,5,muito bom,13.0,1,0.981074642491602,0.004709300623163155,0.014216056885234052
95962,25.0,15.1,419,2,5,produto de qualidade dentro das especificações preço justo e entrega dentro do prazo,14.0,1,0.999967618326276,1.46925130926417e-07,3.223474859228169e-05
54435,299.9,25.25,391,3,1,muito chateado em pagar 25 de frete e ao menos enviar no sedex 10 ou algo parecido esperar quase 20 dias e nada,17.0,-1,4.203203953987966e-05,0.9901178870043164,0.009840080956149811
49292,18.95,13.47,172,1,1,estou aguardando uma posição da loja em relação a disponibilidade do produto,47.0,-1,0.0185424755363719,0.9686077117647638,0.01284981269887094
91451,199.0,39.4,1167,1,1,comprei o rack com a fita de segurança porém não veio a fita de segurança na caixa,14.0,-1,0.0001788381427580687,0.9190669552974368,0.08075420655980306
3256,25.0,14.1,1199,3,4,produto muito bom,8.0,1,0.9892579899903389,0.0031259056017933413,0.007616104407867732
26184,241.1,20.66,621,1,5,muito rapido,4.0,1,0.9911726815988587,0.0019632323838496665,0.006864086017291291
63816,56.99,14.15,435,3,1,gostaria de saber se ainda ira chegar ou se não vai vim,49.0,-1,5.487026791859788e-05,0.9938798201404082,0.006065309591679297
12428,109.9,15.52,411,1,3,não precisaria estar pedindo nf na compra em questão perdendo tempo com coisas básicas em negociação comercial,11.0,0,0.0016253628506034705,0.0055592619661564,0.992815375183244
79598,239.9,15.43,2789,1,1,até agora não sei a onde foi parar meu produto,6.0,-1,0.0005479978289743671,0.9934677113934335,0.005984290777590526
16110,87.8,17.05,411,1,5,estou satisfeita com o serviço rápido bem embalado e o produto é muito bom,10.0,1,0.9999984167980882,5.119342588075469e-08,1.5320084878908026e-06
47664,29.0,7.39,167,2,5,entrega super rápida e produto maravilhoso adorei,0.0,1,0.9999996523394756,5.357114400992837e-08,2.940893817886015e-07
15806,46.99,24.21,517,2,1,ainda não recebi um jogo de banheiro que comprei junto com a colcha de casal ate o momento foi entregue a colcha e jogo de banheiro nada estou aguardando uma solução,20.0,-1,1.8237845853739585e-11,0.9999982628578745,1.7371238955717418e-06
38858,19.9,11.15,1370,1,1,eu comprei dois produtos tais como testador de cabo de rede rj45 e rj11 e um pacote com 100 conectores rj45 só q no pacote da entrega estava o pacote com 100 conectores e de 50 quero o testador,7.0,-1,5.907717053880066e-10,0.9997818908143882,0.00021810859484247476
59266,22.5,13.43,650,1,5,super recomendo entrega no prazo muito bem embalado ótimo produto,3.0,1,0.9999999338593732,2.069859460441162e-09,6.407076730235281e-08
32596,29.9,21.19,125,4,3,achei que a corda do pescoço fosse mais grossa pelas imagens mas ela é bem fina também a ponta da flecha tem um formato côncavo atrás dela é tipo um buraco nas imagens não mostravam isso,3.0,0,5.857138213600181e-13,5.220882729352327e-10,0.9999999994773248
90881,29.9,7.78,1570,1,5,entregaram super rapido,1.0,1,0.9967297552398264,0.0015924306053145877,0.0016778141548605134
68418,598.99,18.94,1656,3,3,fiquei triste e ansioso pois o código de rastreamento não me informava onde estava o pacote mas chegou porem com um dia de atraso estou sim satisfeito pois problema foi dos correios e não do vendedor,32.0,0,8.460758853483514e-05,0.9794619858237354,0.020453406587718628
43753,45.0,14.1,580,2,1,não recebi o produto e eles não me deixam cancelar a compra,33.0,-1,0.0012656931072395053,0.9900986322065302,0.00863567468623055
1221,75.0,14.28,755,2,5,excelente bonito e ajusta facil no braço nao é grande tem o tamanho ideal e muitas funçoes super recomendo,21.0,1,0.9999957033601212,2.420259746439689e-08,4.272437278517019e-06
31139,119.0,18.4,2084,3,5,adorei,11.0,1,0.9921811830873425,0.004958458505311974,0.0028603584073454667
66525,138.0,26.99,375,2,5,comprei o mesmo produto que achei em uma loja física 50 mais barato,5.0,1,0.16085995978450593,0.6888437176657664,0.1502963225497337
85146,99.9,21.78,238,2,5,recomendo,19.0,1,0.9445149523912562,0.040643545372063036,0.014841502236681016
89281,89.99,18.21,847,3,5,produto conforme o solicitado,10.0,1,0.9345096747138117,0.052515021275292124,0.012975304010895597
96102,124.99,70.92,2523,4,3,que pena o frete ser muito caro,8.0,0,0.8573552201609093,0.029523751131661446,0.11312102870742641
62562,199.0,25.94,330,1,3,a entrega foi rápida porém o endereço estava errado daí não quero mais a bolsa quero o meu dinheiro de volta,38.0,0,0.00012283770956801512,0.9991845978881037,0.0006925644023226352
76141,299.0,72.36,1041,1,5,ok,10.0,1,0.9122295087994631,0.029638784340783823,0.058131706859752975
88890,569.97,308.31,1085,2,3,esta faltando uma das três cadeiras que comprei,12.0,0,0.0003223699690315617,0.9836826907424798,0.015994939288487813
72274,179.0,14.91,332,1,5,recomendo a loja e o produto,5.0,1,0.9801944711402718,0.016140162472237856,0.003665366387490539
99569,549.1,52.37,2424,4,5,chegou antes do prazo é como anunciado ótimo produto,8.0,1,0.9999908552392521,1.143039798083933e-06,8.001720946191648e-06
25314,51.9,8.47,455,1,3,nunca demorou tanto para chega os meus produtos,9.0,0,0.38808485408054877,0.5020906535692453,0.1098244923502079
9200,99.0,13.71,312,1,4,bonito exatamente como no anúncio recomendo,8.0,1,0.9994080861327889,0.00015271082338984474,0.00043920304381834033
53632,48.9,17.6,645,2,5,balança muito bonita prática e confiável na sua informação do peso,9.0,1,0.9825201318663416,0.002607946051351356,0.014871922082311001
47170,89.0,17.33,335,4,5,o produto chegou dentro do prazo e em perfeitas condições,9.0,1,0.9999658930655402,3.551707131779789e-06,3.055522732901478e-05
72296,169.9,12.69,617,3,4,ótima entrega só o produto que é de baixa qualidade mas é questão do fabricante,7.0,1,0.9846946027008228,0.0017341691898488454,0.013571228109325593
82547,150.78,15.81,602,2,1,o produto não foi entregue tentei cancelar o pedido mas é impossível pois mesmo preenchendo todos os campos acusa que falta campo para preencher a baratheon nunca respondeu meu email não recomendo,38.0,-1,5.7439380122140984e-08,0.9999365928263114,6.334973432093951e-05
25005,69.9,12.43,956,3,5,muito bom chegou antes do prazo,6.0,1,0.9999474788875075,4.582123055619258e-06,4.793898943725899e-05
5655,207.0,35.94,89,4,4,produto adequado no prazo certo só não tive tempo de avaliar a qualidade do produto,8.0,1,0.986119405579677,0.010727603081233904,0.003152991339095215
84355,317.98,74.88,348,1,1,informo que comprei o produto na cor azul eescuro e cinza conforme a foto do produto e foi entregue o produto na cor azul claro,3.0,-1,0.004576215180086205,0.9834508083558862,0.01197297646402053
9712,79.0,18.65,949,2,5,parabéns produto entregue bem antes do prazo atendeu às minhas necessidades,4.0,1,0.9999997920951745,3.639821294075352e-10,2.0754084646159666e-07
6335,99.9,23.02,873,3,1,a lannister com deveria fechar,44.0,-1,0.6343862413290545,0.32474902151848506,0.04086473715245864
25303,95.0,7.92,737,3,4,entrega rápida do produto,1.0,1,0.9970085237096754,0.0011485058425347889,0.0018429704477899611
5941,49.0,7.78,93,7,5,meu marido adorou a carteira muito linda mesmo recebi antes do prazo,5.0,1,0.9999813163449754,5.77127291691646e-07,1.810652773040815e-05
40310,299.9,27.08,2250,1,4,produtos muito recomendo e a entrega foi antes do prazo prometido vcs estão de parabéns,1.0,1,0.999999916960295,1.4409932274886561e-08,6.862977666759433e-08
61284,157.0,17.81,162,5,4,chegou antes do previsto amei o produto,6.0,1,0.9999948392143287,4.218683671909485e-07,4.7389173057110935e-06
68824,228.0,19.99,771,1,5,produto dentro das especificações,7.0,1,0.97211486486396,0.014021509421757594,0.013863625714280889
18543,27.9,13.67,190,5,3,bem gostei mais as bonecas so tem cabelo na frente e so nao troquei por que nao consegui era presente e fiquei na mão,5.0,0,0.00020450611737805557,0.07614564285075068,0.9236498510318683
23346,71.99,15.25,295,3,1,eu comprei esta casinha para dar de presente e ate agora nao recebi a mesma eu compro no targaryen a anos e essa ea primeira vez que estou tendo problemas e espero que seja a ultima,35.0,-1,5.148852104880666e-07,0.9999796216121626,1.9863502638545355e-05
33543,79.9,8.42,831,2,5,recebi o produto bem antes do previsto,3.0,1,0.9996994330231082,0.0001006179963019635,0.0001999489805894006
136,278.0,14.39,1326,6,5,produto i loja super maravilhosos entregue antes do prazo super indico,9.0,1,0.9999999473535808,2.1823756611521394e-08,3.082266139474448e-08
48070,59.8,23.48,531,4,4,acho que o frete poderia ser menor compre 2 unidades e paguei o frete referente a cada unidade em outros sites quando compramos mais recebemos desconto na entrega,14.0,1,3.920482987043441e-05,0.19219909045658656,0.8077617047135294
30019,86.9,17.52,245,1,3,paguei o frete mas tive que buscar nós correios insatisfeita,12.0,0,0.0003848873564920898,0.6872233661213126,0.3123917465221947
38307,144.0,23.94,514,2,1,recebi o produto muito menor do que eu imaginava,17.0,-1,0.9778512483984669,0.009713271762927796,0.012435479838607023
49565,29.99,19.43,612,1,5,muito satisfeita com as compras feitas este mês moro nos estados unidos mas estou montando uma casa p minha mãe,4.0,1,0.9646267619969467,0.0014441942515614943,0.033929043751494435
19502,199.9,19.5,1326,6,1,aguardando contato do stark a 4 dias para efetuar a troca comprei produto na cor rose e recebi atrasado e na cor dourado,23.0,-1,1.608482851428224e-06,0.9994505720846655,0.0005478194324777825
87252,265.0,54.05,270,5,5,comprei uma cuba mas gostaria de trocar pois me iquivoquei com o tamanho,5.0,1,0.005786104473213492,0.8849822592654515,0.1092316362613398
46363,50.4,38.42,1635,1,1,veio errado só entregaram um produto,16.0,-1,0.03885812802020785,0.9202652214468392,0.040876650532951385
71163,118.8,15.94,316,1,5,adorei os produtos chegaram bem antes do prazo menos de uma semana tudo bem embalado o entregador chamou alto o q possibilita de ouvir e atender mto bom recomendo muito,5.0,1,0.9999999983134273,9.324483602256546e-13,1.6856415164444799e-09
67362,29.9,22.28,260,2,1,o produto não chegou,47.0,-1,0.6706813991351346,0.28603132212996557,0.04328727873489969
51807,380.0,39.06,2432,4,1,o produto chegou antes do prazo porem chegou danificado suas rodas de plásticos vieram quebradas,11.0,-1,0.9786541766709975,0.017806136564881333,0.0035396867641217834
77798,205.0,26.27,162,4,5,produto de excelente qualidade a entrega foi super rápida bem antes do prazo que foi dado parabéns pela agilidade,7.0,1,0.9999999999756426,1.6230225707678117e-13,2.4196531964303647e-11
75600,194.99,21.85,408,1,5,belezaona melhor do que imaginava gostaria de comprar outro para dar meu pai mas igualzinho,10.0,1,0.910128723615346,0.031161031146869828,0.05871024523777933
19020,78.0,15.01,559,2,5,gostei,9.0,1,0.8661237885279314,0.07497684431255718,0.05889936715951117
66792,99.99,29.1,1390,2,1,o produto que me enviaram nem se parece com que eu comprei,20.0,-1,0.0007128437125589995,0.9940420938465606,0.005245062440883532
56486,114.9,19.08,167,1,5,esta faltando o outro cor dourado quando chegara,7.0,1,0.002864282897908074,0.900560795546787,0.0965749215553018
9252,219.0,24.11,782,1,1,aborrecido muito decepcionado até o presente momento sem informações para que possa ser resolvido procuro evitar o procon mas acho que não terá outra solução,27.0,-1,5.298861065961138e-09,0.9999332013962535,6.679330488514686e-05
57178,10.99,24.84,137,2,1,a película ficou pequena pro meu celular,28.0,-1,0.3605572942116612,0.5261178754478478,0.11332483034048924
62613,49.9,16.11,920,1,5,ótimo,15.0,1,0.9759485881083321,0.005653692119720499,0.018397719771947305
76527,50.7,13.37,1056,1,5,me surpreendi adorei achei que fosse bem pequeno mas é bem grande bem feito e bem bonitinho uma graça vai ser o presente de natal da minha filha ela vai amar tenho certeza a boneca é lindinha,9.0,1,0.9999969006040884,1.0359016089167637e-08,3.089036897894967e-06
54976,599.99,21.77,365,3,4,pedi o scuba veio o pro diver mais gostei do produto,9.0,1,0.7322643018792582,0.20842514607058632,0.05931055205015732
4303,79.0,8.92,671,5,2,entrega vem antes do previsto tudo muito correto aprovo,2.0,-1,0.9999881088954944,4.0893522641156034e-07,1.1482169280495416e-05
96709,199.9,16.61,235,1,4,tudo normal,12.0,1,0.8754593526546476,0.034528487726013725,0.09001215961933844
10028,129.9,47.44,659,2,5,produto muito bonito de excelente qualidade e o melhor recebi muito antes do prazo estabelecido,15.0,1,0.9999999339939358,2.880154121525477e-10,6.571805070782294e-08
55711,34.99,18.23,214,3,5,muito bacana essa atenção com o cliente parabéns,17.0,1,0.9998314361984838,6.892358875243266e-05,9.964021276100964e-05
15623,189.0,27.62,201,3,5,excelente loja chegou em incríveis 3 dias após a efetuação da compra loja recomendada a todos,6.0,1,0.999851783485389,2.6545633198855867e-05,0.00012167088140657357
99995,198.0,91.98,450,1,5,show,7.0,1,0.9815707154289143,0.009395789635513248,0.00903349493557265
26359,299.7,64.95,273,1,3,pedi 3 três cortinas só chegou 1 uma 24 04 2018 liguei para a baratheon e me avisaram que os pedidos são entregues um de cada vez não gostei desta forma de entrega pq foi feito no mesmo pedido,7.0,0,6.70147088843447e-10,0.9999844499386346,1.5549391216160222e-05
53795,260.0,11.59,1841,1,1,comprei duas capas antiacaro para travesseiro e uma colcha para cama box queen antiacaro mais recebi somente uma capa para travesseiro e o resto,7.0,-1,9.09585575228491e-08,0.9943764533225845,0.005623455718865034
52575,115.0,15.56,724,1,1,no site tem a infomação de entregue e eu não recebi o produto,6.0,-1,0.07714123781612196,0.9006253656026894,0.02223339658118515
54532,24.97,10.35,1499,1,1,comprei dois livros mas só me entregaram um e com a nota fiscal dos dois,15.0,-1,2.0143276888633932e-05,0.9940022971284675,0.005977559594643547
5730,59.0,14.16,530,4,5,está loja e 10,14.0,1,0.8140463985106555,0.16916377736418953,0.01678982412515422
71009,46.9,13.08,323,1,4,nada a reclamar,5.0,1,0.5410340269925548,0.4260778615055733,0.032888111501871195
85654,29.0,7.78,193,3,1,loja boa é aquela que você consegue comprar e quando quer cancelar cancelamento seja rápido não é igual a de vocês quem impossível cancelar um produto não recomendado de nenhuma maneira,3.0,-1,3.430185955109882e-05,0.9999215844992433,4.411364120994588e-05
93737,119.8,35.34,348,2,5,produto lindo,22.0,1,0.984121981958064,0.005173155630694093,0.010704862411241477
8994,93.0,16.62,336,2,5,estou muito satisfeito meu pedido chegou antes do prazo e em perfeitas condições,11.0,1,0.9999991872536603,1.2478568145327192e-07,6.879606567664628e-07
41915,169.99,24.18,363,1,5,entrega muito rápida bem antes do estimado e realmente o que estava demonstrando no site muito bom excelente tamanho cor e qualidade,6.0,1,0.9999999857530071,6.119409714941711e-12,1.4240871586809256e-08
42160,144.99,27.74,629,1,1,colocam no site que o produto já está entregue mais não chegou no destino quando reclama aí com dois ou três dias chega,23.0,-1,4.850423103311413e-05,0.9994186044436202,0.0005328913253512991
35331,44.0,29.04,704,1,1,eu comprei o produto descrito acima original e recebi o produto reciclado só o utilizei pela urgência,16.0,-1,0.081131700922641,0.8774697764862,0.04139852259115527
47961,21.9,15.25,302,3,5,ótimo,4.0,1,0.9759485881083321,0.005653692119720499,0.018397719771947305
99147,37.4,9.94,611,1,4,sim tudo certo,2.0,1,0.9897989672550724,0.00222574150388195,0.00797529124104507
34395,136.12,10.17,881,1,5,o produto chegou uma semana antes do prazo fiquei muito impressionada com a presteza,4.0,1,0.9999825282139145,2.2227450120389205e-06,1.5249041073209859e-05
3587,69.5,17.74,1782,1,5,gente eu adorei mais ela e muito piquena mais ela e boa,6.0,1,0.9968352989642255,0.0001013785884765996,0.003063322447303348
88683,38.5,18.37,2435,1,5,recebi o produto em perfeitas condições e a tempo hábil muito bom,4.0,1,0.9999548912827292,2.4704131613951136e-06,4.263830411112892e-05
17017,240.0,29.18,2299,1,5,muito bom,10.0,1,0.981074642491602,0.004709300623163155,0.014216056885234052
67534,140.0,9.73,871,4,5,meu pedido foi entregue antes do prazo excelente produto,9.0,1,0.9999378745953752,3.4860980274896035e-05,2.7264424352919132e-05
73562,34.2,11.89,237,3,2,demora demais por um produto sem qualidade que veio todo dobrado e marcado não recomento,14.0,-1,0.09753129772096436,0.8839460833993794,0.018522618879661557
80583,81.25,15.32,555,1,5,entregue antes do prazo com recibo de garantia preenchido bem embalado achei a loja bem cuidadosa e atenciosa com a encomenda espero que o produto atenda às expectativas nu uso diário,15.0,1,0.9999986817394577,4.136921944724854e-11,1.3182191734445542e-06
47774,37.9,9.27,565,1,5,a loja esta de parabéns pela rapidez e eficiência,2.0,1,0.9999349997229768,8.961106322842403e-06,5.603917069947724e-05
69829,77.9,15.32,694,1,1,chegou somente o preto está faltando o colorido,4.0,-1,0.0065599378240793,0.9273965622161594,0.06604349995975879
42771,49.9,20.99,366,2,5,o produto chegou a ser entregue porém foi recusado poisja havia cancelado por ter comprado o tamanho errado,6.0,1,0.17021865008775985,0.7057784616514072,0.1240028882608355
38881,279.9,13.46,919,1,5,produto muito bom chegou antes do esperado eu super recomendo,7.0,1,0.9999998505142825,1.2089278766997791e-08,1.3739643897271326e-07
2580,39.99,15.1,361,1,3,loja confiável porém o produto veio fica frouxo,13.0,0,0.6687773155771846,0.06943602078010554,0.2617866636427085
64666,29.9,15.1,966,2,1,não recebi o produto péssima entrega,35.0,-1,0.03345158371211333,0.9534423974863904,0.013106018801494724
80292,57.0,9.34,137,1,5,produto mto bom e entrega no prazo,3.0,1,0.9992696020624409,0.00017791547273167426,0.0005524824648284639
53482,129.88,20.1,713,3,5,super recomendo já compro nas lojas lannister há muito tempo,5.0,1,0.9994495961248709,0.0005341445144333173,1.6259360695481358e-05
87034,69.99,17.74,874,1,5,produto excelente entrega rapida,10.0,1,0.9996421298899474,1.2711168714680206e-05,0.0003451589413387639
53265,35.0,9.34,389,1,3,so nao gostei do tumultuo dos correios,10.0,0,0.23602783977418032,0.2674773705872888,0.4964947896385279
23947,159.9,16.33,1235,3,5,ótimo vendedor,5.0,1,0.9929402193205741,0.0016649204920110778,0.005394860187415231
70594,29.9,15.1,389,1,5,muito satisfeita super recomendo,8.0,1,0.9999619501716573,1.7914342229184138e-05,2.0135486111859837e-05
43786,630.0,43.34,982,3,5,produto chegou antes do prazo e em perfeito estado veio embalado com várias camadas de proteção a guitarra é linda muito bom recomendo,12.0,1,0.9999999929893448,1.1326322947798428e-11,6.999322823805494e-09
84784,139.96,21.29,954,1,2,comprei a cadeira na cor lilás veio rosa mas como a troca demoraria e é presente para minha filha montei e fiquei com essa mas minha filha quando viu falou q queria a lilas,14.0,-1,1.0758061922309612e-05,0.9976688447115518,0.0023203972265120098
964,69.36,16.74,413,1,5,adorei o produto boa qualidade a entrega foi feita antes do prazo estou muito satisfeita e comprarei de novo com certeza,16.0,1,0.9999999998155431,6.12962780761195e-11,1.2315780134131528e-10
69113,54.9,15.13,927,3,4,produto bom de ótima qualidade minha filha gostou muito entregou antes do prazo combinado e a embalagem perfeita recomendo,6.0,1,0.99999999977301,1.0701279870231569e-13,2.2687828549618603e-10
74310,170.9,8.94,421,1,5,bom,7.0,1,0.9233330201320997,0.026104577347292088,0.050562402520607994
41356,34.99,15.1,2407,1,5,vou comprar outra perfeito parabens,8.0,1,0.9986669682474925,0.0004278720679595657,0.0009051596845469884
31163,49.9,25.63,718,1,5,muito bom,17.0,1,0.981074642491602,0.004709300623163155,0.014216056885234052
93858,69.9,26.57,903,6,4,produto entregue antes do prazo,18.0,1,0.9991630083943139,0.0005003222273690295,0.00033666937831625457
97661,39.99,15.1,297,2,4,entrega antes do prazo chegou muito bem embalado e igual ao que comprei,19.0,1,0.999994253681973,7.730564136839645e-07,4.973261612763876e-06
67477,76.8,18.68,829,1,2,comprei duas unidades e só recibi uma,7.0,-1,0.0012351945898982563,0.9732813142291245,0.02548349118097932
57054,79.2,15.76,298,1,1,comprei um kit o qual vinha 5 bonecos e recebi apenas um nem preciso dizer mais nada né gosto muito de comprar na lannister com mais infelizmente alguns de seus parceiros não são tão íntegros,23.0,-1,1.6567980040854492e-06,0.9999168409168911,8.15022851166618e-05
5752,45.9,13.37,224,1,5,entrega dentro do prazo,7.0,1,0.996877342802061,0.0010534614149792614,0.002069195782959821
36003,79.9,20.96,249,2,2,não tenho como avaliar se ainda não estou de posse do produto qual a previsão de chegada,10.0,-1,0.00022249878855858866,0.9995666353362833,0.00021086587516268158
72757,289.0,27.3,1892,4,4,produto excelente,8.0,1,0.9930120596182849,0.0024579639726440023,0.004529976409070736
43523,159.8,26.44,273,1,1,o produto não é como pensei que fosse,19.0,-1,0.264877549408449,0.48164529390223315,0.253477156689321
27130,599.99,11.45,667,3,5,ótimo fornecedor,3.0,1,0.9785632779490869,0.009627173108899375,0.011809548942014423
70961,79.9,18.66,1160,4,4,chegou antes do prazo parabéns,7.0,1,0.9999576590274208,3.579293494114656e-06,3.876167908487875e-05
57467,59.0,34.21,159,5,1,está apontando como entregue no rastreamento mas o produto não foi recebido ainda estou no aguardo,48.0,-1,0.0008880007601988964,0.9918355758706319,0.007276423369171868
64559,43.8,44.12,186,6,1,não recebi o produto conforme o combinado comprei dois kit e veio somente um,8.0,-1,0.014521596137257462,0.9785047448971512,0.006973658965592175
25040,121.9,43.01,1007,5,5,veio tudo bem embrulhado chegou no dia informado ótimo produto recomendo,14.0,1,0.9999926060801348,1.021126977880472e-06,6.372792886616762e-06
3004,56.99,8.72,1536,2,4,produto veio certo porem com cor diferente,2.0,1,0.3076487821727493,0.41258300711771057,0.2797682107095423
93125,135.9,25.79,800,2,3,dentro do prazo,15.0,0,0.9917904052496729,0.0030688465316010063,0.005140748218726501
49661,649.0,15.15,1832,2,5,essa máquina é maravilhosa ela é silenciosa completa demais vem com 4 bobininhas um kit de agulha entre outros muito fácil de mexer e é linda o pessoal da janome está de parabéns obrigada,5.0,1,0.9998695637155173,1.1456125522179148e-06,0.000129290671931018
77227,82.9,17.02,1373,4,1,o produto recebido não e o mesmo das fotos do anuncio,9.0,-1,0.516667491284485,0.4181822561360088,0.06515025257950353
98442,169.9,38.15,1912,5,2,porém estou devolvendo o produto pelo fato de que o mesmo não veio com o selo do inmetro,28.0,-1,0.0007445109771952641,0.9866994968569626,0.012555992165842604
51332,59.41,44.75,1420,1,5,amei chegou antes do previsto,13.0,1,0.9999904398353899,6.408599380486783e-07,8.919304670591509e-06
78118,49.9,16.11,924,1,5,entrega super rápida muito fácil de aplicar,9.0,1,0.9999767776576494,3.1933199087059988e-06,2.00290224390042e-05
12903,449.9,140.18,542,2,1,e não comprarei mais cobra se um valor do cartão de crédito e a nfiscal vem com outro valor como preciso fechar a contabilidade na empresa não consigo fechar valores não compro mais da b2w nenhuma,26.0,-1,2.1672634409049247e-09,0.9999976154457508,2.3823869760790583e-06
55441,149.8,44.46,694,1,1,comprei e paguei dois 2 cartuchos de tinta para impressora 60xl recebi só um 1 no dia 01 05 2018 quero o reembolso do valor faltante aguardo retorno antonio marcio,13.0,-1,6.990512502482887e-16,0.9999999536559596,4.634404182021922e-08
19682,49.8,30.2,328,1,1,acabamento muito ruim dificultando na instalação,9.0,-1,0.5412990937927626,0.10309601717756905,0.35560488902966536
79826,37.9,15.1,565,1,5,produto maravilhoso recomendo,2.0,1,0.9989104926490622,0.0006259081972932797,0.00046359915364541267
41612,27.9,10.96,1084,2,4,recomendo o produto mas teria ficado mais satisfeita se tivesse um velcro para fechar a capa do notebook apenas uma sugestão,6.0,1,0.8258222652508661,0.029014362392753856,0.14516337235636806
44948,24.9,11.85,940,2,5,recebi antes da data prevista e produto de qualidade,3.0,1,0.9985620232834286,0.0012752772166057694,0.00016269949996253013
96949,79.0,28.95,316,2,4,muito bom produto chegou dentro do prazo,18.0,1,0.9998986440947691,1.0099987579936753e-05,9.125591764988157e-05
64080,48.0,20.44,704,2,1,comprei 4 produtos mas recebi apenas um prejuízo total não recomendo,13.0,-1,0.0008819509018050021,0.9900703059211134,0.009047743177079327
37059,3.85,7.78,446,1,5,chegou bem antes do prazo obrigada,6.0,1,0.9999684479935923,3.7277457944295806e-06,2.782426061464955e-05
36865,19.9,15.1,966,1,5,adoreiiiiiii,14.0,1,0.6719717502169451,0.16723841978666493,0.16078982999638916
78358,50.9,11.84,473,1,1,efetuei a compra de 02 cortinas entregaram somente 01 e não tem atendimento direto somente atendimento eletrônico desde o dia 25 10 2016 tentando solucionar mas não tem com quem falar ou reclam,15.0,-1,5.076205574256119e-12,0.9999999941820761,5.8128349427115445e-09
18592,79.99,22.88,1771,1,5,tudo conforme o combinado,14.0,1,0.9990204933206664,0.0003465406114339328,0.0006329660678982479
39130,89.99,16.39,492,3,1,mas uma vez a entrega está demorando muito até agora não tenho nenhuma notícia do meu pacote,12.0,-1,0.00021828963772118213,0.9975870886564278,0.0021946217058538956
69227,57.9,22.99,552,4,4,me parece ser muito bao,12.0,1,0.823990525885638,0.11628826927525053,0.05972120483910961
